2.000000000000000042e-02,-2.099999999999999922e-01,-2.930000000000000160e+00,2.189999999999999947e+00,2.829607256327852127e+01
2.000000000000000042e-02,-2.099999999999999922e-01,9.000000000000000222e-01,1.899999999999999911e+00,1.586439545932838868e+01
2.000000000000000042e-02,-2.099999999999999922e-01,9.000000000000000222e-01,1.899999999999999911e+00,1.586439545932838868e+01
2.000000000000000042e-02,1.080000000000000071e+00,-2.000000000000000042e-02,2.870000000000000107e+00,1.394052536262394426e+01
-1.000000000000000000e+00,-1.040000000000000036e+00,-1.300000000000000044e-01,2.100000000000000089e+00,1.189998135933162260e+01
-1.000000000000000000e+00,-8.800000000000000044e-01,1.700000000000000122e-01,9.499999999999999556e-01,1.108193419077236008e+01
2.000000000000000042e-02,2.040000000000000036e+00,-1.010000000000000009e+00,9.499999999999999556e-01,6.989087116250424003e+00
-1.400000000000000133e-01,1.080000000000000071e+00,-2.000000000000000042e-02,2.000000000000000042e-02,6.212361176461074663e+00
2.000000000000000042e-02,-1.040000000000000036e+00,-1.010000000000000009e+00,9.499999999999999556e-01,3.907051159015150432e+00
2.000000000000000042e-02,-1.040000000000000036e+00,-1.010000000000000009e+00,9.499999999999999556e-01,3.907051159015150432e+00
2.000000000000000042e-02,1.080000000000000071e+00,-2.000000000000000042e-02,2.000000000000000042e-02,2.645395618028256735e+00
2.000000000000000042e-02,-9.300000000000000488e-01,-2.000000000000000042e-02,2.000000000000000042e-02,2.051226324332905193e+00
2.000000000000000042e-02,-1.040000000000000036e+00,-2.000000000000000042e-02,2.000000000000000042e-02,1.635699195484594526e+00
2.000000000000000042e-02,-1.040000000000000036e+00,-2.000000000000000042e-02,2.000000000000000042e-02,1.635699195484594526e+00
2.000000000000000042e-02,-1.040000000000000036e+00,-2.000000000000000042e-02,2.000000000000000042e-02,1.635699195484594526e+00
2.000000000000000042e-02,-1.040000000000000036e+00,-2.000000000000000042e-02,2.000000000000000042e-02,1.635699195484594526e+00
2.000000000000000042e-02,1.010000000000000009e+00,-2.000000000000000042e-02,2.000000000000000042e-02,1.278172989025865292e+00
2.000000000000000042e-02,1.010000000000000009e+00,-2.000000000000000042e-02,2.000000000000000042e-02,1.278172989025865292e+00
2.000000000000000042e-02,9.799999999999999822e-01,-2.000000000000000042e-02,2.000000000000000042e-02,1.276075719163433320e+00
2.000000000000000042e-02,9.799999999999999822e-01,-2.000000000000000042e-02,2.000000000000000042e-02,1.276075719163433320e+00
2.000000000000000042e-02,9.799999999999999822e-01,-2.000000000000000042e-02,-1.000000000000000021e-02,1.216640140921159130e+00
2.000000000000000042e-02,9.799999999999999822e-01,-2.000000000000000042e-02,-1.000000000000000021e-02,1.216640140921159130e+00
2.000000000000000042e-02,9.799999999999999822e-01,-2.000000000000000042e-02,-1.000000000000000021e-02,1.216640140921159130e+00
2.000000000000000042e-02,9.799999999999999822e-01,-2.000000000000000042e-02,-1.000000000000000021e-02,1.216640140921159130e+00
2.000000000000000042e-02,9.799999999999999822e-01,-2.000000000000000042e-02,-1.000000000000000021e-02,1.216640140921159130e+00
2.000000000000000042e-02,9.799999999999999822e-01,-2.000000000000000042e-02,-1.000000000000000021e-02,1.216640140921159130e+00
2.000000000000000042e-02,9.799999999999999822e-01,-2.000000000000000042e-02,-1.000000000000000021e-02,1.216640140921159130e+00
2.000000000000000042e-02,9.799999999999999822e-01,-2.000000000000000042e-02,-1.000000000000000021e-02,1.216640140921159130e+00
2.000000000000000042e-02,9.799999999999999822e-01,-2.000000000000000042e-02,-1.000000000000000021e-02,1.216640140921159130e+00
2.000000000000000042e-02,9.799999999999999822e-01,-2.000000000000000042e-02,-1.000000000000000021e-02,1.216640140921159130e+00
