2.763409090909091219e+02,2.930396774193548595e+02,1.627860767179620098e+03,5.285300936702485615e+02,2.763409090909091219e+02,2.930396774193548595e+02,1.627860767179620098e+03,5.285300936702485615e+02,2.763409090909091219e+02,2.930396774193548595e+02,1.627860767179620098e+03,5.285300936702485615e+02,1.675243277550634957e+03
2.763472580645161543e+02,2.913318768328446140e+02,1.626957292116486315e+03,5.287539175373746048e+02,2.762901173020528063e+02,2.930953665689149830e+02,1.627860767179620098e+03,5.285300936702485615e+02,2.762774193548387416e+02,2.936336950146627487e+02,1.627729617573681253e+03,5.285300936702485615e+02,1.617795414467934961e+03
2.767535923753665656e+02,2.910163049853372854e+02,1.626950006027267591e+03,5.288098735041560303e+02,2.762964662756598386e+02,2.978475073313783241e+02,1.627860767179620098e+03,5.286579930228920148e+02,2.754647507331378620e+02,2.936708211143695166e+02,1.627838908911963699e+03,7.904279993362400774e+02,1.506828388731793893e+03
2.763726539589442837e+02,2.909234897360703940e+02,1.627875339358057772e+03,5.282742949649617685e+02,2.762901173020528063e+02,2.930582404692082150e+02,1.508412620526279625e+03,3.371147942153709209e+01,2.783598826979472278e+02,2.899953372434017638e+02,2.429573589123451995e+02,1.679418500207901559e+02,1.326311869339110672e+03
2.757441055718475127e+02,2.901531231671554565e+02,1.508237754385027984e+03,7.939759863891080904e+00,2.762901173020528063e+02,2.907192961876833124e+02,1.135933167481746523e+03,5.300728796115097339e+02,2.753123753665689151e+02,2.924456598240469134e+02,1.627787906287431952e+03,1.054572137383031304e+03,1.041156043043004274e+03
2.757441055718475127e+02,2.901531231671554565e+02,1.508237754385027984e+03,7.939759863891080904e+00,2.762901173020528063e+02,2.907192961876833124e+02,1.135933167481746523e+03,5.300728796115097339e+02,2.753123753665689151e+02,2.924456598240469134e+02,1.627787906287431952e+03,1.054572137383031304e+03,1.041156043043004274e+03
2.757441055718475127e+02,2.901531231671554565e+02,1.508237754385027984e+03,7.939759863891080904e+00,2.762901173020528063e+02,2.907192961876833124e+02,1.135933167481746523e+03,5.300728796115097339e+02,2.753123753665689151e+02,2.924456598240469134e+02,1.627787906287431952e+03,1.054572137383031304e+03,1.041156043043004274e+03
2.757441055718475127e+02,2.901531231671554565e+02,1.508237754385027984e+03,7.939759863891080904e+00,2.762901173020528063e+02,2.907192961876833124e+02,1.135933167481746523e+03,5.300728796115097339e+02,2.753123753665689151e+02,2.924456598240469134e+02,1.627787906287431952e+03,1.054572137383031304e+03,1.041156043043004274e+03
2.752615835777126563e+02,2.895591055718475104e+02,1.508186751760496236e+03,7.342422841731421101e+01,2.762393255131964906e+02,2.901902492668621676e+02,1.135452285593304396e+03,6.404967632170226466e+00,2.755853812316715903e+02,2.918794868035190575e+02,1.627809764555088350e+03,1.849074922294320231e+03,1.037413312017117050e+03
2.752615835777126563e+02,2.895591055718475104e+02,1.508186751760496236e+03,7.342422841731421101e+01,2.762393255131964906e+02,2.901902492668621676e+02,1.135452285593304396e+03,6.404967632170226466e+00,2.755853812316715903e+02,2.918794868035190575e+02,1.627809764555088350e+03,1.849074922294320231e+03,1.037413312017117050e+03
